State,Hour,Month,Predicted_Severity,Accident_Count,Correct_Preds,Prediction_Accuracy
NJ,13,12,3.0,8,2,0.25
NJ,13,12,4.0,3,3,1.0
NJ,14,1,1.0,4,1,0.25
NJ,14,1,2.0,51,35,0.6862745098039216
NJ,14,1,3.0,2,1,0.5
NJ,14,2,2.0,48,31,0.6458333333333334
NJ,14,3,1.0,3,0,0.0
NJ,14,3,2.0,50,26,0.52
NJ,14,3,3.0,1,0,0.0
NJ,14,4,1.0,4,0,0.0
NJ,14,4,2.0,49,29,0.5918367346938775
NJ,14,4,3.0,2,0,0.0
NJ,14,4,4.0,2,0,0.0
NJ,14,5,1.0,2,0,0.0
NJ,14,5,2.0,53,33,0.6226415094339622
NJ,14,6,1.0,2,0,0.0
NJ,14,6,2.0,67,37,0.5522388059701493
NJ,14,6,3.0,3,0,0.0
NJ,14,6,4.0,4,3,0.75
NJ,14,7,1.0,2,1,0.5
NJ,14,7,2.0,60,38,0.6333333333333333
NJ,14,7,3.0,2,1,0.5
NJ,14,7,4.0,1,0,0.0
NJ,14,8,1.0,2,1,0.5
NJ,14,8,2.0,43,25,0.5813953488372093
NJ,14,8,3.0,4,3,0.75
NJ,14,9,1.0,1,0,0.0
NJ,14,9,2.0,58,36,0.6206896551724138
NJ,14,9,3.0,2,0,0.0
NJ,14,9,4.0,1,0,0.0
NJ,14,10,1.0,2,1,0.5
NJ,14,10,2.0,68,48,0.7058823529411765
NJ,14,10,3.0,2,0,0.0
NJ,14,10,4.0,1,0,0.0
NJ,14,11,1.0,3,1,0.3333333333333333
NJ,14,11,2.0,52,39,0.75
NJ,14,11,3.0,3,2,0.6666666666666666
NJ,14,12,1.0,1,0,0.0
NJ,14,12,2.0,63,43,0.6825396825396826
NJ,14,12,3.0,3,1,0.3333333333333333
NJ,14,12,4.0,1,1,1.0
NJ,15,1,1.0,4,1,0.25
NJ,15,1,2.0,54,32,0.5925925925925926
NJ,15,1,3.0,2,0,0.0
NJ,15,1,4.0,1,0,0.0
NJ,15,2,1.0,3,0,0.0
NJ,15,2,2.0,72,58,0.8055555555555556
NJ,15,2,3.0,2,0,0.0
NJ,15,2,4.0,2,1,0.5
NJ,15,3,1.0,5,2,0.4
NJ,15,3,2.0,41,30,0.7317073170731707
NJ,15,4,1.0,3,2,0.6666666666666666
NJ,15,4,2.0,60,34,0.5666666666666667
NJ,15,4,3.0,1,0,0.0
NJ,15,4,4.0,2,0,0.0
NJ,15,5,1.0,2,1,0.5
NJ,15,5,2.0,73,51,0.6986301369863014
NJ,15,6,1.0,3,2,0.6666666666666666
NJ,15,6,2.0,67,44,0.6567164179104478
NJ,15,6,3.0,4,1,0.25
NJ,15,7,1.0,3,0,0.0
NJ,15,7,2.0,57,39,0.6842105263157895
NJ,15,7,3.0,2,0,0.0
NJ,15,7,4.0,3,0,0.0
NJ,15,8,1.0,2,1,0.5
NJ,15,8,2.0,60,42,0.7
NJ,15,8,3.0,1,1,1.0
NJ,15,8,4.0,2,1,0.5
NJ,15,9,1.0,4,1,0.25
NJ,15,9,2.0,59,46,0.7796610169491526
NJ,15,9,3.0,3,1,0.3333333333333333
NJ,15,9,4.0,1,0,0.0
NJ,15,10,1.0,7,1,0.14285714285714285
NJ,15,10,2.0,57,45,0.7894736842105263
NJ,15,10,3.0,2,1,0.5
NJ,15,10,4.0,2,0,0.0
NJ,15,11,1.0,1,1,1.0
NJ,15,11,2.0,49,31,0.6326530612244898
NJ,15,11,3.0,4,1,0.25
NJ,15,12,1.0,3,0,0.0
NJ,15,12,2.0,60,42,0.7
NJ,15,12,3.0,4,1,0.25
NJ,16,1,1.0,2,0,0.0
NJ,16,1,2.0,54,37,0.6851851851851852
NJ,16,1,3.0,2,0,0.0
NJ,16,1,4.0,1,1,1.0
NJ,16,2,1.0,1,0,0.0
NJ,16,2,2.0,80,57,0.7125
NJ,16,2,3.0,3,0,0.0
NJ,16,3,1.0,2,0,0.0
NJ,16,3,2.0,63,43,0.6825396825396826
NJ,16,3,3.0,2,0,0.0
NJ,16,4,1.0,4,1,0.25
NJ,16,4,2.0,53,33,0.6226415094339622
NJ,16,4,3.0,1,0,0.0
NJ,16,4,4.0,2,0,0.0
NJ,16,5,1.0,3,1,0.3333333333333333
NJ,16,5,2.0,49,29,0.5918367346938775
NJ,16,5,3.0,2,2,1.0
NJ,16,5,4.0,2,0,0.0
NJ,16,6,1.0,3,2,0.6666666666666666
NJ,16,6,2.0,64,49,0.765625
NJ,16,6,3.0,2,1,0.5
NJ,16,6,4.0,1,1,1.0
NJ,16,7,1.0,2,0,0.0
NJ,16,7,2.0,57,39,0.6842105263157895
NJ,16,7,3.0,2,1,0.5
NJ,16,8,1.0,4,3,0.75
NJ,16,8,2.0,76,55,0.7236842105263158
NJ,16,8,3.0,1,0,0.0
NJ,16,9,1.0,2,0,0.0
NJ,16,9,2.0,66,46,0.696969696969697
NJ,16,9,3.0,2,0,0.0
NJ,16,10,1.0,2,0,0.0
NJ,16,10,2.0,56,40,0.7142857142857143
NJ,16,10,3.0,2,0,0.0
NJ,16,11,1.0,3,0,0.0
NJ,16,11,2.0,49,34,0.6938775510204082
NJ,16,11,3.0,5,1,0.2
NJ,16,12,1.0,2,0,0.0
NJ,16,12,2.0,61,43,0.7049180327868853
NJ,16,12,3.0,3,0,0.0
NJ,16,12,4.0,1,1,1.0
NJ,17,1,1.0,4,1,0.25
NJ,17,1,2.0,45,29,0.6444444444444445
NJ,17,1,4.0,2,1,0.5
NJ,17,2,1.0,3,0,0.0
NJ,17,2,2.0,64,47,0.734375
NJ,17,3,1.0,1,0,0.0
NJ,17,3,2.0,63,34,0.5396825396825397
NJ,17,3,3.0,1,0,0.0
NJ,17,4,1.0,3,1,0.3333333333333333
NJ,17,4,2.0,53,32,0.6037735849056604
NJ,17,4,3.0,1,1,1.0
NJ,17,5,1.0,2,1,0.5
NJ,17,5,2.0,63,40,0.6349206349206349
NJ,17,5,3.0,1,1,1.0
NJ,17,6,2.0,69,46,0.6666666666666666
NJ,17,6,3.0,2,1,0.5
NJ,17,7,1.0,3,0,0.0
NJ,17,7,2.0,65,48,0.7384615384615385
NJ,17,7,3.0,1,1,1.0
NJ,17,8,1.0,1,0,0.0
NJ,17,8,2.0,63,48,0.7619047619047619
NJ,17,8,4.0,1,0,0.0
NJ,17,9,1.0,2,0,0.0
NJ,17,9,2.0,44,27,0.6136363636363636
NJ,17,9,4.0,2,0,0.0
NJ,17,10,1.0,1,0,0.0
NJ,17,10,2.0,51,37,0.7254901960784313
NJ,17,10,3.0,4,1,0.25
NJ,17,10,4.0,3,0,0.0
NJ,17,11,1.0,2,0,0.0
NJ,17,11,2.0,66,49,0.7424242424242424
NJ,17,11,3.0,1,0,0.0
NJ,17,11,4.0,2,1,0.5
NJ,17,12,1.0,3,2,0.6666666666666666
NJ,17,12,2.0,72,53,0.7361111111111112
NJ,17,12,3.0,3,0,0.0
NJ,18,1,1.0,1,0,0.0
NJ,18,1,2.0,59,34,0.576271186440678
NJ,18,1,3.0,2,0,0.0
NJ,18,1,4.0,1,0,0.0
NJ,18,2,1.0,4,2,0.5
NJ,18,2,2.0,80,57,0.7125
NJ,18,2,3.0,2,0,0.0
NJ,18,2,4.0,1,0,0.0
NJ,18,3,1.0,2,1,0.5
NJ,18,3,2.0,41,27,0.6585365853658537
NJ,18,3,3.0,3,0,0.0
NJ,18,4,1.0,1,1,1.0
NJ,18,4,2.0,57,31,0.543859649122807
NJ,18,4,4.0,2,1,0.5
NJ,18,5,1.0,2,0,0.0
NJ,18,5,2.0,55,32,0.5818181818181818
NJ,18,5,3.0,2,1,0.5
NJ,18,6,1.0,3,0,0.0
NJ,18,6,2.0,46,29,0.6304347826086957
NJ,18,6,3.0,1,1,1.0
NJ,18,6,4.0,1,1,1.0
NJ,18,7,1.0,2,1,0.5
NJ,18,7,2.0,39,25,0.6410256410256411
NJ,18,7,3.0,3,1,0.3333333333333333
NJ,18,7,4.0,1,1,1.0
NJ,18,8,1.0,4,1,0.25
NJ,18,8,2.0,52,36,0.6923076923076923
NJ,18,8,3.0,2,0,0.0
NJ,18,9,1.0,2,0,0.0
NJ,18,9,2.0,57,36,0.631578947368421
NJ,18,9,4.0,3,0,0.0
NJ,18,10,1.0,4,2,0.5
NJ,18,10,2.0,51,31,0.6078431372549019
NJ,18,10,3.0,5,3,0.6
NJ,18,10,4.0,1,0,0.0
NJ,18,11,1.0,3,0,0.0
NJ,18,11,2.0,53,20,0.37735849056603776
NJ,18,11,3.0,2,0,0.0
NJ,18,11,4.0,2,1,0.5
NJ,18,12,1.0,3,1,0.3333333333333333
NJ,18,12,2.0,45,25,0.5555555555555556
NJ,18,12,3.0,4,2,0.5
NJ,18,12,4.0,2,0,0.0
NJ,19,1,1.0,3,0,0.0
NJ,19,1,2.0,30,20,0.6666666666666666
NJ,19,1,4.0,2,0,0.0
NJ,19,2,1.0,2,1,0.5
NJ,19,2,2.0,36,19,0.5277777777777778
NJ,19,2,3.0,4,1,0.25
NJ,19,3,1.0,3,0,0.0
NJ,19,3,2.0,38,21,0.5526315789473685
NJ,19,3,3.0,3,1,0.3333333333333333
NJ,19,3,4.0,1,0,0.0
NJ,19,4,1.0,4,2,0.5
NJ,19,4,2.0,22,13,0.5909090909090909
NJ,19,4,3.0,2,0,0.0
NJ,19,4,4.0,1,0,0.0
NJ,19,5,1.0,3,0,0.0
NJ,19,5,2.0,33,22,0.6666666666666666
NJ,19,5,4.0,1,0,0.0
NJ,19,6,1.0,2,1,0.5
NJ,19,6,2.0,37,19,0.5135135135135135
NJ,19,6,3.0,1,0,0.0
NJ,19,6,4.0,3,1,0.3333333333333333
NJ,19,7,1.0,2,0,0.0
NJ,19,7,2.0,40,24,0.6
NJ,19,7,3.0,1,0,0.0
NJ,19,7,4.0,1,0,0.0
NJ,19,8,1.0,2,2,1.0
NJ,19,8,2.0,44,24,0.5454545454545454
NJ,19,8,3.0,1,0,0.0
NJ,19,8,4.0,2,0,0.0
NJ,19,9,1.0,3,2,0.6666666666666666
NJ,19,9,2.0,46,29,0.6304347826086957
NJ,19,9,3.0,4,1,0.25
NJ,19,9,4.0,1,0,0.0
NJ,19,10,1.0,1,0,0.0
NJ,19,10,2.0,38,28,0.7368421052631579
NJ,19,10,3.0,1,0,0.0
NJ,19,11,1.0,2,2,1.0
NJ,19,11,2.0,48,33,0.6875
NJ,19,11,3.0,4,2,0.5
NJ,19,12,1.0,2,1,0.5
NJ,19,12,2.0,33,15,0.45454545454545453
NJ,19,12,3.0,5,2,0.4
NJ,19,12,4.0,2,0,0.0
NJ,20,1,1.0,3,0,0.0
NJ,20,1,2.0,31,23,0.7419354838709677
NJ,20,1,3.0,2,0,0.0
NJ,20,2,1.0,2,0,0.0
NJ,20,2,2.0,26,17,0.6538461538461539
NJ,20,2,3.0,2,0,0.0
NJ,20,2,4.0,1,0,0.0
NJ,20,3,1.0,2,0,0.0
NJ,20,3,2.0,39,17,0.4358974358974359
NJ,20,3,3.0,1,0,0.0
NJ,20,3,4.0,2,0,0.0
NJ,20,4,1.0,3,1,0.3333333333333333
NJ,20,4,2.0,34,17,0.5
NJ,20,4,3.0,2,1,0.5
NJ,20,5,1.0,2,1,0.5
NJ,20,5,2.0,29,15,0.5172413793103449
NJ,20,5,3.0,1,0,0.0
NJ,20,5,4.0,1,0,0.0
NJ,20,6,1.0,2,0,0.0
NJ,20,6,2.0,30,14,0.4666666666666667
NJ,20,6,4.0,1,0,0.0
NJ,20,7,1.0,4,0,0.0
NJ,20,7,2.0,23,12,0.5217391304347826
NJ,20,7,3.0,1,0,0.0
NJ,20,7,4.0,1,0,0.0
NJ,20,8,1.0,6,4,0.6666666666666666
NJ,20,8,2.0,31,18,0.5806451612903226
NJ,20,8,3.0,1,0,0.0
NJ,20,8,4.0,1,0,0.0
NJ,20,9,1.0,7,5,0.7142857142857143
NJ,20,9,2.0,30,16,0.5333333333333333
NJ,20,9,3.0,2,1,0.5
NJ,20,10,1.0,3,0,0.0
NJ,20,10,2.0,28,14,0.5
NJ,20,10,3.0,4,0,0.0
NJ,20,11,1.0,3,0,0.0
NJ,20,11,2.0,36,18,0.5
NJ,20,11,3.0,2,1,0.5
NJ,20,12,1.0,3,0,0.0
NJ,20,12,2.0,34,22,0.6470588235294118
NJ,20,12,3.0,2,0,0.0
NJ,20,12,4.0,1,1,1.0
NJ,21,1,1.0,2,1,0.5
NJ,21,1,2.0,33,19,0.5757575757575758
NJ,21,1,3.0,5,1,0.2
NJ,21,2,1.0,2,0,0.0
NJ,21,2,2.0,33,16,0.48484848484848486
NJ,21,2,4.0,1,0,0.0
NJ,21,3,1.0,4,0,0.0
NJ,21,3,2.0,21,11,0.5238095238095238
NJ,21,3,3.0,4,2,0.5
NJ,21,3,4.0,3,0,0.0
NJ,21,4,1.0,5,1,0.2
NJ,21,4,2.0,18,11,0.6111111111111112
NJ,21,4,3.0,1,0,0.0
NJ,21,4,4.0,1,1,1.0
NJ,21,5,1.0,5,1,0.2
NJ,21,5,2.0,29,18,0.6206896551724138
NJ,21,5,3.0,3,2,0.6666666666666666
NJ,21,5,4.0,1,0,0.0
NJ,21,6,1.0,5,0,0.0
NJ,21,6,2.0,17,10,0.5882352941176471
NJ,21,6,3.0,1,1,1.0
NJ,21,6,4.0,1,1,1.0
NJ,21,7,1.0,5,1,0.2
NJ,21,7,2.0,29,16,0.5517241379310345
NJ,21,7,3.0,3,0,0.0
NJ,21,7,4.0,3,1,0.3333333333333333
NJ,21,8,1.0,5,0,0.0
NJ,21,8,2.0,33,18,0.5454545454545454
NJ,21,8,3.0,5,1,0.2
NJ,21,8,4.0,3,0,0.0
NJ,21,9,1.0,2,0,0.0
NJ,21,9,2.0,41,20,0.4878048780487805
NJ,21,9,4.0,1,0,0.0
NJ,21,10,1.0,4,1,0.25
NJ,21,10,2.0,35,20,0.5714285714285714
NJ,21,10,4.0,1,1,1.0
NJ,21,11,1.0,2,1,0.5
NJ,21,11,2.0,32,15,0.46875
NJ,21,11,3.0,3,1,0.3333333333333333
NJ,21,11,4.0,2,2,1.0
NJ,21,12,1.0,1,0,0.0
NJ,21,12,2.0,35,17,0.4857142857142857
NJ,21,12,3.0,3,0,0.0
NJ,22,1,1.0,3,0,0.0
NJ,22,1,2.0,32,16,0.5
NJ,22,1,3.0,2,1,0.5
NJ,22,1,4.0,1,1,1.0
NJ,22,2,1.0,5,1,0.2
NJ,22,2,2.0,30,19,0.6333333333333333
NJ,22,2,3.0,2,0,0.0
NJ,22,2,4.0,1,0,0.0
NJ,22,3,1.0,2,1,0.5
NJ,22,3,2.0,25,11,0.44
NJ,22,3,3.0,1,0,0.0
NJ,22,3,4.0,1,1,1.0
NJ,22,4,1.0,1,1,1.0
NJ,22,4,2.0,22,9,0.4090909090909091
NJ,22,4,3.0,1,1,1.0
NJ,22,5,1.0,6,2,0.3333333333333333
NJ,22,5,2.0,32,11,0.34375
NJ,22,5,4.0,1,1,1.0
NJ,22,6,2.0,29,11,0.3793103448275862
NJ,22,6,3.0,2,1,0.5
NJ,22,6,4.0,1,0,0.0
NJ,22,7,1.0,4,1,0.25
NJ,22,7,2.0,31,19,0.6129032258064516
NJ,22,7,3.0,2,0,0.0
NJ,22,8,1.0,3,1,0.3333333333333333
NJ,22,8,2.0,23,8,0.34782608695652173
NJ,22,8,3.0,2,1,0.5
NJ,22,8,4.0,1,1,1.0
NJ,22,9,1.0,1,0,0.0
NJ,22,9,2.0,29,15,0.5172413793103449
NJ,22,9,3.0,2,0,0.0
NJ,22,9,4.0,2,0,0.0
NJ,22,10,1.0,2,0,0.0
NJ,22,10,2.0,32,21,0.65625
NJ,22,10,3.0,2,0,0.0
NJ,22,11,1.0,1,0,0.0
NJ,22,11,2.0,23,16,0.6956521739130435
NJ,22,11,3.0,4,0,0.0
NJ,22,12,1.0,2,1,0.5
NJ,22,12,2.0,32,20,0.625
NJ,22,12,3.0,3,2,0.6666666666666666
NJ,22,12,4.0,1,0,0.0
NJ,23,1,1.0,1,0,0.0
NJ,23,1,2.0,27,16,0.5925925925925926
NJ,23,1,3.0,3,0,0.0
NJ,23,1,4.0,1,1,1.0
NJ,23,2,1.0,3,0,0.0
NJ,23,2,2.0,20,9,0.45
NJ,23,2,3.0,1,1,1.0
NJ,23,2,4.0,1,0,0.0
NJ,23,3,1.0,2,0,0.0
NJ,23,3,2.0,12,4,0.3333333333333333
NJ,23,4,1.0,2,1,0.5
NJ,23,4,2.0,23,13,0.5652173913043478
NJ,23,4,3.0,4,0,0.0
NJ,23,4,4.0,2,0,0.0
NJ,23,5,1.0,4,0,0.0
NJ,23,5,2.0,27,11,0.4074074074074074
NJ,23,5,4.0,2,1,0.5
NJ,23,6,1.0,3,1,0.3333333333333333
NJ,23,6,2.0,31,17,0.5483870967741935
NJ,23,6,3.0,2,0,0.0
NJ,23,6,4.0,5,1,0.2
NJ,23,7,1.0,3,2,0.6666666666666666
NJ,23,7,2.0,20,12,0.6
NJ,23,7,3.0,2,1,0.5
NJ,23,8,1.0,8,3,0.375
NJ,23,8,2.0,19,8,0.42105263157894735
NJ,23,8,3.0,2,0,0.0
NJ,23,8,4.0,1,0,0.0
NJ,23,9,1.0,7,3,0.42857142857142855
NJ,23,9,2.0,33,20,0.6060606060606061
NJ,23,9,4.0,3,0,0.0
NJ,23,10,1.0,6,1,0.16666666666666666
NJ,23,10,2.0,22,12,0.5454545454545454
NJ,23,10,3.0,2,0,0.0
NJ,23,10,4.0,1,0,0.0
NJ,23,11,2.0,29,19,0.6551724137931034
NJ,23,11,3.0,3,0,0.0
NJ,23,11,4.0,1,1,1.0
NJ,23,12,1.0,5,2,0.4
NJ,23,12,2.0,25,14,0.56
NJ,23,12,3.0,1,0,0.0
NM,0,1,1.0,1,0,0.0
NM,0,1,2.0,27,8,0.2962962962962963
NM,0,1,3.0,2,1,0.5
NM,0,1,4.0,1,0,0.0
NM,0,2,1.0,2,0,0.0
NM,0,2,2.0,16,4,0.25
NM,0,2,3.0,3,0,0.0
NM,0,3,1.0,5,2,0.4
NM,0,3,2.0,19,5,0.2631578947368421
NM,0,4,1.0,2,0,0.0
NM,0,4,2.0,12,3,0.25
NM,0,4,3.0,2,1,0.5
NM,0,5,1.0,1,0,0.0
NM,0,5,2.0,8,2,0.25
NM,0,5,3.0,1,0,0.0
NM,0,5,4.0,1,0,0.0
NM,0,6,1.0,3,0,0.0
NM,0,6,2.0,18,4,0.2222222222222222
NM,0,6,3.0,1,1,1.0
NM,0,7,1.0,3,2,0.6666666666666666
NM,0,7,2.0,18,4,0.2222222222222222
NM,0,7,3.0,2,0,0.0
NM,0,7,4.0,1,0,0.0
NM,0,8,1.0,8,2,0.25
NM,0,8,2.0,11,4,0.36363636363636365
NM,0,9,1.0,2,0,0.0
NM,0,9,2.0,15,2,0.13333333333333333
NM,0,9,3.0,2,0,0.0
NM,0,9,4.0,1,0,0.0
NM,0,10,2.0,10,2,0.2
NM,0,10,3.0,3,0,0.0
NM,0,10,4.0,1,1,1.0
NM,0,11,2.0,16,5,0.3125
NM,0,11,3.0,2,1,0.5
NM,0,12,1.0,3,0,0.0
NM,0,12,2.0,15,8,0.5333333333333333
NM,0,12,3.0,4,0,0.0
NM,1,1,2.0,19,4,0.21052631578947367
NM,1,1,3.0,1,0,0.0
NM,1,1,4.0,2,0,0.0
NM,1,2,1.0,4,1,0.25
NM,1,2,2.0,19,5,0.2631578947368421
NM,1,2,3.0,4,1,0.25
NM,1,2,4.0,4,1,0.25
NM,1,3,1.0,3,0,0.0
NM,1,3,2.0,16,6,0.375
NM,1,3,3.0,4,2,0.5
NM,1,3,4.0,1,0,0.0
NM,1,4,1.0,2,1,0.5
NM,1,4,2.0,14,5,0.35714285714285715
NM,1,4,3.0,1,0,0.0
NM,1,4,4.0,1,1,1.0
NM,1,5,1.0,3,1,0.3333333333333333
NM,1,5,2.0,20,5,0.25
NM,1,5,3.0,1,0,0.0
NM,1,5,4.0,1,0,0.0
NM,1,6,1.0,3,0,0.0
NM,1,6,2.0,12,4,0.3333333333333333
NM,1,6,3.0,5,0,0.0
NM,1,6,4.0,1,0,0.0
NM,1,7,1.0,2,1,0.5
NM,1,7,2.0,11,3,0.2727272727272727
NM,1,7,4.0,1,0,0.0
NM,1,8,1.0,2,1,0.5
NM,1,8,2.0,11,6,0.5454545454545454
NM,1,8,3.0,2,1,0.5
NM,1,9,1.0,2,0,0.0
NM,1,9,2.0,17,2,0.11764705882352941
NM,1,9,3.0,4,1,0.25
NM,1,9,4.0,1,1,1.0
NM,1,10,1.0,2,0,0.0
NM,1,10,2.0,18,7,0.3888888888888889
NM,1,10,3.0,3,0,0.0
NM,1,11,1.0,3,1,0.3333333333333333
NM,1,11,2.0,13,4,0.3076923076923077
NM,1,11,3.0,3,0,0.0
NM,1,12,1.0,4,4,1.0
NM,1,12,2.0,11,1,0.09090909090909091
NM,1,12,3.0,5,2,0.4
NM,1,12,4.0,1,1,1.0
NM,2,1,1.0,1,0,0.0
NM,2,1,2.0,17,4,0.23529411764705882
NM,2,1,3.0,3,1,0.3333333333333333
NM,2,2,1.0,2,1,0.5
NM,2,2,2.0,16,4,0.25
NM,2,2,3.0,2,0,0.0
NM,2,3,2.0,16,5,0.3125
NM,2,3,3.0,1,1,1.0
NM,2,4,1.0,2,1,0.5
NM,2,4,2.0,13,4,0.3076923076923077
NM,2,4,3.0,1,0,0.0
NM,2,4,4.0,1,0,0.0
NM,2,5,1.0,3,1,0.3333333333333333
NM,2,5,2.0,17,6,0.35294117647058826
NM,2,5,3.0,3,1,0.3333333333333333
NM,2,5,4.0,1,0,0.0
NM,2,6,1.0,2,0,0.0
NM,2,6,2.0,12,5,0.4166666666666667
NM,2,6,3.0,1,0,0.0
NM,2,6,4.0,1,0,0.0
NM,2,7,1.0,1,0,0.0
NM,2,7,2.0,24,6,0.25
NM,2,7,4.0,1,0,0.0
NM,2,8,2.0,18,5,0.2777777777777778
NM,2,8,3.0,2,1,0.5
NM,2,8,4.0,1,0,0.0
NM,2,9,1.0,1,1,1.0
NM,2,9,2.0,12,2,0.16666666666666666
NM,2,9,3.0,1,0,0.0
NM,2,9,4.0,1,0,0.0
NM,2,10,2.0,6,1,0.16666666666666666
NM,2,10,3.0,3,1,0.3333333333333333
NM,2,10,4.0,1,0,0.0
NM,2,11,1.0,4,1,0.25
NM,2,11,2.0,17,2,0.11764705882352941
NM,2,11,3.0,1,0,0.0
NM,2,11,4.0,1,1,1.0
NM,2,12,1.0,1,0,0.0
NM,2,12,2.0,20,3,0.15
NM,2,12,3.0,2,1,0.5
NM,2,12,4.0,2,0,0.0
NM,3,1,1.0,2,1,0.5
NM,3,1,2.0,12,4,0.3333333333333333
NM,3,2,1.0,4,3,0.75
NM,3,2,2.0,14,3,0.21428571428571427
NM,3,2,3.0,4,1,0.25
NM,3,3,2.0,17,10,0.5882352941176471
NM,3,3,3.0,3,1,0.3333333333333333
NM,3,3,4.0,1,0,0.0
NM,3,4,1.0,2,1,0.5
NM,3,4,2.0,16,3,0.1875
NM,3,4,3.0,3,1,0.3333333333333333
NM,3,4,4.0,1,0,0.0
NM,3,5,1.0,3,0,0.0
NM,3,5,2.0,14,6,0.42857142857142855
NM,3,5,3.0,2,1,0.5
NM,3,5,4.0,1,0,0.0
NM,3,6,2.0,22,7,0.3181818181818182
NM,3,6,3.0,2,2,1.0
NM,3,7,1.0,2,0,0.0
NM,3,7,2.0,13,6,0.46153846153846156
NM,3,7,3.0,2,1,0.5
NM,3,8,1.0,1,0,0.0
NM,3,8,2.0,15,4,0.26666666666666666
NM,3,8,3.0,3,0,0.0
NM,3,8,4.0,1,0,0.0
NM,3,9,1.0,1,0,0.0
NM,3,9,2.0,10,3,0.3
NM,3,9,3.0,1,1,1.0
NM,3,9,4.0,2,0,0.0
NM,3,10,1.0,1,0,0.0
NM,3,10,2.0,17,4,0.23529411764705882
NM,3,10,3.0,3,2,0.6666666666666666
NM,3,10,4.0,1,1,1.0
NM,3,11,1.0,1,0,0.0
NM,3,11,2.0,17,5,0.29411764705882354
NM,3,11,3.0,3,0,0.0
NM,3,12,1.0,3,1,0.3333333333333333
NM,3,12,2.0,4,2,0.5
NM,3,12,3.0,2,1,0.5
NM,4,1,1.0,6,3,0.5
NM,4,1,2.0,11,1,0.09090909090909091
NM,4,1,3.0,1,0,0.0
NM,4,2,1.0,3,1,0.3333333333333333
NM,4,2,2.0,11,1,0.09090909090909091
NM,4,2,3.0,5,3,0.6
NM,4,2,4.0,1,0,0.0
NM,4,3,1.0,3,0,0.0
NM,4,3,2.0,7,1,0.14285714285714285
NM,4,4,1.0,1,0,0.0
NM,4,4,2.0,26,10,0.38461538461538464
NM,4,4,3.0,3,0,0.0
NM,4,4,4.0,1,0,0.0
NM,4,5,1.0,3,2,0.6666666666666666
NM,4,5,2.0,15,5,0.3333333333333333
NM,4,5,3.0,1,0,0.0
NM,4,5,4.0,1,0,0.0
NM,4,6,1.0,1,1,1.0
NM,4,6,2.0,11,3,0.2727272727272727
NM,4,6,4.0,1,0,0.0
NM,4,7,1.0,5,1,0.2
NM,4,7,2.0,10,1,0.1
NM,4,7,3.0,2,1,0.5
NM,4,7,4.0,1,0,0.0
NM,4,8,1.0,4,0,0.0
NM,4,8,2.0,26,7,0.2692307692307692
NM,4,8,3.0,2,1,0.5
NM,4,9,1.0,1,1,1.0
NM,4,9,2.0,12,3,0.25
NM,4,9,3.0,4,0,0.0
NM,4,10,1.0,4,0,0.0
NM,4,10,2.0,19,5,0.2631578947368421
NM,4,10,3.0,1,0,0.0
NM,4,11,1.0,2,0,0.0
NM,4,11,2.0,18,7,0.3888888888888889
NM,4,11,3.0,1,0,0.0
NM,4,11,4.0,1,1,1.0
NM,4,12,1.0,4,1,0.25
NM,4,12,2.0,16,7,0.4375
NM,4,12,3.0,1,0,0.0
NM,4,12,4.0,1,0,0.0
NM,5,1,1.0,7,1,0.14285714285714285
NM,5,1,2.0,17,3,0.17647058823529413
NM,5,1,3.0,4,0,0.0
NM,5,1,4.0,1,0,0.0
NM,5,2,1.0,4,2,0.5
NM,5,2,2.0,14,2,0.14285714285714285
NM,5,2,3.0,2,2,1.0
NM,5,3,1.0,2,0,0.0
NM,5,3,2.0,14,5,0.35714285714285715
NM,5,3,3.0,4,0,0.0
NM,5,4,1.0,2,1,0.5
NM,5,4,2.0,16,6,0.375
NM,5,4,3.0,1,0,0.0
NM,5,5,1.0,4,0,0.0
NM,5,5,2.0,18,4,0.2222222222222222
NM,5,5,3.0,4,2,0.5
NM,5,5,4.0,1,0,0.0
NM,5,6,1.0,4,1,0.25
NM,5,6,2.0,16,3,0.1875
NM,5,6,3.0,1,0,0.0
NM,5,6,4.0,2,0,0.0
NM,5,7,1.0,3,1,0.3333333333333333
NM,5,7,2.0,23,4,0.17391304347826086
NM,5,7,3.0,1,0,0.0
NM,5,7,4.0,3,2,0.6666666666666666
NM,5,8,1.0,1,1,1.0
NM,5,8,2.0,14,4,0.2857142857142857
NM,5,8,3.0,6,0,0.0
NM,5,9,1.0,3,0,0.0
NM,5,9,2.0,13,3,0.23076923076923078
NM,5,9,3.0,8,1,0.125
NM,5,9,4.0,2,0,0.0
NM,5,10,1.0,4,0,0.0
NM,5,10,2.0,19,8,0.42105263157894735
NM,5,10,3.0,2,0,0.0
NM,5,10,4.0,1,0,0.0
NM,5,11,1.0,2,0,0.0
NM,5,11,2.0,21,7,0.3333333333333333
NM,5,11,3.0,6,1,0.16666666666666666
NM,5,11,4.0,1,0,0.0
NM,5,12,1.0,2,0,0.0
NM,5,12,2.0,13,3,0.23076923076923078
NM,5,12,3.0,2,0,0.0
NM,5,12,4.0,1,1,1.0
NM,6,1,1.0,3,2,0.6666666666666666
NM,6,1,2.0,12,3,0.25
